"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4Q3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4S1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR4X1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51A2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51A4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51D1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51F1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51G1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51G2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51L1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51T1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR51V1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR52A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR52E4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR52E8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR52J3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR52R1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR56A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR56A5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5A2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5AN1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5AR1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5D13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5D14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5D16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5D18"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5F1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5H14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5H15"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5H1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5H2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5H6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5I1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5K3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5K4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5L2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5M10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5M1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5M3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5M8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5M9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5P3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5R1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5T2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR5W2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C65"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C70"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C74"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C75"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6C76"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6K2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6K6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6N1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6N2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6P1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6Q1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR6Y1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7A10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7A17"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7C2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7D4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7E5P"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7G1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR7G2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8A1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8B12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8B3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8B4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8B8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8D2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8G2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8G5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8H1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8H2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8H3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8J3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8K1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8K3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR8U1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR9G4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR9G9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"OR9Q2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PAGE3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PCNAP1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PGLYRP3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PISRT1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PLA2G2E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PNLIPRP1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"POM121L12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"POTEA"
-1,4.965e-17,6.085e-15,1,1,-6.401,"POTED"
-1,4.965e-17,6.085e-15,1,1,-6.401,"POTEG"
-1,4.965e-17,6.085e-15,1,1,-6.401,"POTEH"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PPIAL4B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRAMEF17"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRAMEF22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRAMEF3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRAMEF5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRLH"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRM1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRM2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRM3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRNT"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR20B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR20C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR20D"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR21"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR23B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PRR23C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"PYDC2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RAB9BP1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY1A3P"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY1B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY1E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY1F"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY1J"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY2EP"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY2FP"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RBMY3AP"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RETNLB"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RNASE12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RNASE9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RNU5E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RNY4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"RNY5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"S100A7L2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"S100G"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SCARNA27"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SCGB1D1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SCGB2A2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SERPINA13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SLC7A13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SMR3A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.A13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.A2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.A4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.C2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.C3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.C4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.D"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.E"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.H"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNAR.I"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA11C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA19"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA30"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA35"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA36B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA36C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA69"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORA70C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD102"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD103A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD104"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD105B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD105"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD109B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD110"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD111B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD111"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD113.9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.15"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.17"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.18"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.19"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.20"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.21"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.23"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.24"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.25"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.26"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.27"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.29"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.30"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.31"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD114.9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.17"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.20"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.25"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.30"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.31"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.32"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.33"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.35"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.37"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.38"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.39"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.40"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.41"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.44"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.48"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD115.9"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.10"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.13"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.15"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.18"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.19"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.23"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.24"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.25"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.26"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.27"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.29"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD116.8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD117"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD119"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD11B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD121A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD121B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD123"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD124"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD125"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD126"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD127"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD12B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD12C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD18A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD18B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD18C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD19B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD19"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD1A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD1B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD20"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD21"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD23"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD24"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD25"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD26"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD27"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD29"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD30"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD31"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD32A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD32B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD33"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD34"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD35A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD35B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD36A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD36B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD36C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD37"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD38A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD38B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD41"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD42A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD42B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD43"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD44"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD45A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD45B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD45C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD46"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD47"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD48"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD49A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD49B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD4A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD4B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD50A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD50B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD51"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD52"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD53"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD54"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD55"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD56B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD56"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD57"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD58A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD58C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD59A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD59B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD60"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD61"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD62A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD63"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD65"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD66"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD67"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD68"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD69"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD6"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD70"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD71"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD72"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD73A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD74"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD75"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD76"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD77"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD78"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD79"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD7"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD80"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD81"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD82"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD84"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD85"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD86"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD87"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD88A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD88C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD90"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD91A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD91B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD92"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD93"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD95"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD96A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD96B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD98"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SNORD99"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPANXN1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPANXN2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPANXN4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPANXN5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPINK14"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPINK4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPINT3"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPINT4"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SPRR2C"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SSX8"
-1,4.965e-17,6.085e-15,1,1,-6.401,"SUN5"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TAS2R16"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TAS2R41"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TCHHL1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TEX28"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TGIF2LX"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TGIF2LY"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TMCO5A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TMEM207"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TMEM225"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TNP2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TRIM77"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TSPY1"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TSSK2"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY11"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY12"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY17A"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY17B"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY19"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY20"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY21"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY22"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY23"
-1,4.965e-17,6.085e-15,1,1,-6.401,"TTTY3B"
